QuestionID,LegacyQuestionID,SurveyID,SurveyFocusArea,ScoreFocusArea,SpaceTypeID,CategoryID,SubcategoryID,SchoolLevel,SourceSchoolLevel,QuestionText,Context,QuestionType,ScoringMode,QuestionWeight,WeightSource,DisplayOrder,IsRequired,IsActive,SourceSheet,SourceRow
ME-004,ME-004,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-AESTHETICS-B5F6D141,ALL,ALL,Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Source,1520,True,True,Main Entry Reception,16
ME-005,ME-005,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-FUNCTION,SUB-MAIN-ENTRY-RECEP-FUNCTION-ADJACENCY-AND-ACCESS-F3548299,ALL,ALL,Select all that apply (adjacencies),,MultiSelect,MixedItemScoring,12,Source,1530,True,True,Main Entry Reception,21
ME-006,ME-006,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-OCCUPANT-COMFORT-42A0D6FA,ALL,ALL,Are there exterior windows?,,YesNo,SingleResponse,12,Source,1540,True,True,Main Entry Reception,26
ME-007,ME-007,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-OCCUPANT-COMFORT-42A0D6FA,ALL,ALL,Select all that apply (exterior windows),Supports wellbeing through connection to the outdoors,MultiSelect,MixedItemScoring,9,Source,1550,True,True,Main Entry Reception,30
ME-008,ME-008,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-OCCUPANT-COMFORT-42A0D6FA,ALL,ALL,What window coverings are provided on exterior windows?,,SingleSelect,SingleResponse,9,Source,1560,True,True,Main Entry Reception,33
ME-009,ME-009,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-EBE41A25,ALL,ALL,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,9,Source,1570,True,True,Main Entry Reception,39
ME-010,ME-010,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-EBE41A25,ALL,ALL,What type of visibility is provided into the space from adjacent interior spaces?,,MultiSelect,MixedItemScoring,i,Source,1580,True,True,Main Entry Reception,43
ME-011,ME-011,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-AMENITIES,SUB-MAIN-ENTRY-RECEP-AMENITIES-DISPLAY-AND-PRESENTA-A38AC623,ALL,ALL,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile surfaces.",,SingleSelect,SingleResponse,12,Source,1590,True,True,Main Entry Reception,47
ME-012,ME-012,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-AMENITIES,SUB-MAIN-ENTRY-RECEP-AMENITIES-DISPLAY-AND-PRESENTA-A38AC623,ALL,ALL,How much tackboard/tackwall is provided? Include both fixed and mobile surfaces.,,SingleSelect,SingleResponse,9,Source,1600,True,True,Main Entry Reception,54
ME-013,ME-013,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-OCCUPANT-EXPERIENCE,SUB-MAIN-ENTRY-RECEP-OCCUPANT-EXP-OCCUPANT-COMFORT-42A0D6FA,ALL,ALL,Select one (temperature control),,SingleSelect,SingleResponse,6,Source,1610,True,True,Main Entry Reception,60
ME-014,ME-014,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-AMENITIES,SUB-MAIN-ENTRY-RECEP-AMENITIES-FURNITURE-AND-EQUIPM-4092F94B,ALL,ALL,What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Source,1620,True,True,Main Entry Reception,65
ME-015,ME-015,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-AMENITIES,SUB-MAIN-ENTRY-RECEP-AMENITIES-FURNITURE-AND-EQUIPM-4092F94B,ALL,ALL,Select all that apply (furniture),,MultiSelect,MixedItemScoring,9,Source,1630,True,True,Main Entry Reception,69
ME-016,ME-016,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-FUNCTION,SUB-MAIN-ENTRY-RECEP-FUNCTION-LAYOUT-AND-FLEXIBILI-926855B8,ALL,ALL,How many staff workstations are provided in the reception area?,,SingleSelect,SingleResponse,9,Source,1640,True,True,Main Entry Reception,71
ME-017,ME-017,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-INFRASTRUCTURE,SUB-MAIN-ENTRY-RECEP-INFRASTRUCTU-FLOORING-AND-SURFACE-482A1CBC,ALL,ALL,What type of flooring is in the space?,,SingleSelect,SingleResponse,i,Source,1650,True,True,Main Entry Reception,75
ME-018,ME-018,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ENTRY-RECEPTION,CAT-MAIN-ENTRY-RECEPTI-INFRASTRUCTURE,SUB-MAIN-ENTRY-RECEP-INFRASTRUCTU-UTILITIES-AND-TECHNO-ABBFE82C,ALL,ALL,Select all that apply (general inventory),,MultiSelect,MixedItemScoring,i,Source,1660,True,True,Main Entry Reception,82
SC-002,SC-002,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-FUNCTION,SUB-SCIENCE-FUNCTION-LAYOUT-AND-FLEXIBILI-7C42E6DF,MS+HS,MS+HS,Does the room shape allow for clear sightlines and flexible room configuration options?,,YesNo,SingleResponse,12,Assumed,1670,True,True,Science,6
SC-003,SC-003,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,Select all that apply (lighting),,MultiSelect,MixedItemScoring,12,Assumed,1680,True,True,Science,10
SC-004,SC-004,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-AESTHETICS-DD6013F4,MS+HS,MS+HS,Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Assumed,1690,True,True,Science,13
SC-005,SC-005,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-OCCUPANT-COMFORT-2655480C,MS+HS,MS+HS,Are there exterior windows?,,YesNo,SingleResponse,12,Assumed,1700,True,True,Science,18
SC-006,SC-006,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-OCCUPANT-COMFORT-2655480C,MS+HS,MS+HS,Select all that apply (exterior windows),,MultiSelect,MixedItemScoring,12,Assumed,1710,True,True,Science,22
SC-007,SC-007,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-OCCUPANT-COMFORT-2655480C,MS+HS,MS+HS,What window coverings are provided on exterior windows?,,SingleSelect,SingleResponse,12,Assumed,1720,True,True,Science,25
SC-008,SC-008,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-STORAGE-5E58806C,MS+HS,MS+HS,Select all that apply (storage),,MultiSelect,Inventory,,Inventory,1730,True,True,Science,31
SC-009,SC-009,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-STORAGE-5E58806C,MS+HS,MS+HS,How sufficient does the storage appear for the space's program needs?,,SingleSelect,SingleResponse,9,Assumed,1740,True,True,Science,37
SC-010,SC-010,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-DISPLAY-AND-PRESENTA-78D736B4,MS+HS,MS+HS,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile writable surfaces.",,SingleSelect,SingleResponse,9,Assumed,1750,True,True,Science,42
SC-011,SC-011,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-DISPLAY-AND-PRESENTA-78D736B4,MS+HS,MS+HS,Which built-in systems for displaying student work are provided?,,MultiSelect,Inventory,,Inventory,1760,True,True,Science,50
SC-012,SC-012,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-DISPLAY-AND-PRESENTA-78D736B4,MS+HS,MS+HS,How much tackboard/tackwall/tackstrip is provided? Include both fixed and mobile surfaces.,,SingleSelect,SingleResponse,9,Assumed,1770,True,True,Science,55
SC-013,SC-013,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,"How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",,SingleSelect,SingleResponse,12,Assumed,1780,True,True,Science,61
SC-014,SC-014,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,How many walls in the space have general-use outlets?,,SingleSelect,SingleResponse,12,Assumed,1790,True,True,Science,67
SC-015,SC-015,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,How many walls in the space have data outlets,,SingleSelect,SingleResponse,12,Assumed,1800,True,True,Science,73
SC-016,SC-016,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-OCCUPANT-COMFORT-2655480C,MS+HS,MS+HS,Select one (temperature control),,SingleSelect,SingleResponse,12,Assumed,1810,True,True,Science,79
SC-017,SC-017,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-71E82E37,MS+HS,MS+HS,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,12,Assumed,1820,True,True,Science,84
SC-018,SC-018,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-71E82E37,MS+HS,MS+HS,What type of visibility is provided into the space from adjacent interior spaces?,,MultiSelect,Inventory,,Inventory,1830,True,True,Science,88
SC-019,SC-019,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-OCCUPANT-EXPERIENCE,SUB-SCIENCE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-71E82E37,MS+HS,MS+HS,Select all that apply (safety),,MultiSelect,MixedItemScoring,12,Assumed,1840,True,True,Science,92
SC-020,SC-020,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-FURNITURE-AND-EQUIPM-AC487916,MS+HS,MS+HS,Select all that apply (furniture),,MultiSelect,Inventory,,Inventory,1850,True,True,Science,97
SC-021,SC-021,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-FURNITURE-AND-EQUIPM-AC487916,MS+HS,MS+HS,How easily can the furniture be rearranged?,,SingleSelect,SingleResponse,12,Assumed,1860,True,True,Science,111
SC-022,SC-022,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-FURNITURE-AND-EQUIPM-AC487916,MS+HS,MS+HS,"How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",,SingleSelect,SingleResponse,9,Assumed,1870,True,True,Science,115
SC-023,SC-023,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-FURNITURE-AND-EQUIPM-AC487916,MS+HS,MS+HS,What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Assumed,1880,True,True,Science,120
SC-024,SC-024,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-FLOORING-AND-SURFACE-98EE5707,MS+HS,MS+HS,What type of flooring is in the space?,,SingleSelect,Inventory,,Inventory,1890,True,True,Science,124
SC-025,SC-025,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-FUNCTION,SUB-SCIENCE-FUNCTION-ADJACENCY-AND-ACCESS-1C6CCB29,MS+HS,MS+HS,What access does the space have to a collaboration space?,,SingleSelect,SingleResponse,12,Assumed,1900,True,True,Science,130
SC-026,SC-026,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-FUNCTION,SUB-SCIENCE-FUNCTION-ADJACENCY-AND-ACCESS-1C6CCB29,MS+HS,MS+HS,What access does the space have to a small group room?,,SingleSelect,SingleResponse,12,Assumed,1910,True,True,Science,135
SC-027,SC-027,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-FUNCTION,SUB-SCIENCE-FUNCTION-ADJACENCY-AND-ACCESS-1C6CCB29,MS+HS,MS+HS,Select all that are present (visibility into adjacent spaces),Allows teachers to send students to work independently outside the space while remaining supervised,MultiSelect,MixedItemScoring,12,Assumed,1920,True,True,Science,140
SC-028,SC-028,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-FUNCTION,SUB-SCIENCE-FUNCTION-ADJACENCY-AND-ACCESS-1C6CCB29,MS+HS,MS+HS,What access does the space have to the exterior?,,SingleSelect,SingleResponse,12,Assumed,1930,True,True,Science,143
SC-029,SC-029,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,Select all that apply (general inventory),,MultiSelect,Inventory,,Inventory,1940,True,True,Science,148
SC-030,SC-030,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-AMENITIES,SUB-SCIENCE-AMENITIES-FURNITURE-AND-EQUIPM-AC487916,MS+HS,MS+HS,Is there a teacher demonstration station?,,YesNo,SingleResponse,9,Assumed,1950,True,True,Science,150
SC-031,SC-031,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,How many student lab tables (seating approx. 4 students each) have a sink?,,SingleSelect,SingleResponse,12,Assumed,1960,True,True,Science,154
SC-032,SC-032,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE,CAT-SCIENCE-INFRASTRUCTURE,SUB-SCIENCE-INFRASTRUCTU-UTILITIES-AND-TECHNO-1486B1CC,MS+HS,MS+HS,Select all that apply (science room utilities),,MultiSelect,MixedItemScoring,12,Assumed,1970,True,True,Science,161
SI-033,SI-033,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-FUNCTION,SUB-SCIENCE-PREP-ROO-FUNCTION-ADJACENCY-AND-ACCESS-D1585586,MS+HS,MS+HS,What type of Science Prep room exists?,,SingleSelect,SingleResponse,12,Assumed,1980,True,True,Science,168
SI-034,SI-034,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-AMENITIES,SUB-SCIENCE-PREP-ROO-AMENITIES-STORAGE-F28C9EAD,MS+HS,MS+HS,How much casework is provided in the Science Prep room?,,SingleSelect,SingleResponse,9,Assumed,1990,True,True,Science,175
SI-035,SI-035,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-AMENITIES,SUB-SCIENCE-PREP-ROO-AMENITIES-STORAGE-F28C9EAD,MS+HS,MS+HS,How much countertop is provided in the Science Prep room?,,SingleSelect,SingleResponse,9,Assumed,2000,True,True,Science,179
SI-036,SI-036,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-OCCUPANT-EXPERIENCE,SUB-SCIENCE-PREP-ROO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-24723A9E,MS+HS,MS+HS,"Is visibility provided into the prep room from the Science Lab (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,12,Assumed,2010,True,True,Science,183
SI-037,SI-037,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-OCCUPANT-EXPERIENCE,SUB-SCIENCE-PREP-ROO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-24723A9E,MS+HS,MS+HS,What type of visibility is provided into the prep room from the Science Lab?,,MultiSelect,MixedItemScoring,12,Assumed,2020,True,True,Science,187
SI-038,SI-038,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-INFRASTRUCTURE,SUB-SCIENCE-PREP-ROO-INFRASTRUCTU-UTILITIES-AND-TECHNO-B4FB7B62,MS+HS,MS+HS,Select all that apply (prep room power and data),,MultiSelect,MixedItemScoring,12,Assumed,2030,True,True,Science,191
SI-039,SI-039,SRV-STUDIOS,Studios,Studios,SPT-SCIENCE-PREP-ROOM,CAT-SCIENCE-PREP-ROOM-INFRASTRUCTURE,SUB-SCIENCE-PREP-ROO-INFRASTRUCTU-UTILITIES-AND-TECHNO-B4FB7B62,MS+HS,MS+HS,Select all that apply (science prep room),,MultiSelect,MixedItemScoring,12,Assumed,2040,True,True,Science,194
MA-001,MA-001,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-FUNCTION,SUB-MAIN-ADMIN-SUITE-FUNCTION-AVAILABILITY-071DF973,ALL,ALL,Select all that are provided within or directly adjacent to the administration suite (spaces checklist),,MultiSelect,MixedItemScoring,12,Source,2050,True,True,Main Admin Suite,2
MA-002,MA-002,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-INFRASTRUCTURE,SUB-MAIN-ADMIN-SUITE-INFRASTRUCTU-UTILITIES-AND-TECHNO-6FCC3EF7,ALL,ALL,Select all that apply (lighting),,MultiSelect,MixedItemScoring,9,Source,2060,True,True,Main Admin Suite,9
MA-003,MA-003,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-OCCUPANT-EXPERIENCE,SUB-MAIN-ADMIN-SUITE-OCCUPANT-EXP-AESTHETICS-B7A87C32,ALL,ALL,Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Source,2070,True,True,Main Admin Suite,12
MA-004,MA-004,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-AMENITIES,SUB-MAIN-ADMIN-SUITE-AMENITIES-STORAGE-B196A7BC,ES,ES,How much casework and countertop space is provided in the workroom?,,SingleSelect,SingleResponse,6,Source,2080,True,True,Main Admin Suite,17
MA-005,MA-005,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-AMENITIES,SUB-MAIN-ADMIN-SUITE-AMENITIES-STORAGE-B196A7BC,MS+HS,MS+HS,How much casework and countertop space is provided in the workroom?,,SingleSelect,SingleResponse,6,Source,2090,True,True,Main Admin Suite,21
MA-006,MA-006,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-AMENITIES,SUB-MAIN-ADMIN-SUITE-AMENITIES-FURNITURE-AND-EQUIPM-29EAB644,ALL,ALL,Select all that apply (workroom),,MultiSelect,MixedItemScoring,9,Source,2100,True,True,Main Admin Suite,25
MA-007,MA-007,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-OCCUPANT-EXPERIENCE,SUB-MAIN-ADMIN-SUITE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-D2D3B454,ALL,ALL,"Is visibility provided into the Admin Suite from adjacent corridors or circulation areas (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,12,Source,2110,True,True,Main Admin Suite,33
MA-008,MA-008,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-OCCUPANT-EXPERIENCE,SUB-MAIN-ADMIN-SUITE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-D2D3B454,ALL,ALL,What type of visibility is provided into the Admin Suite from adjacent corridors or circulation areas?,,MultiSelect,MixedItemScoring,12,Source,2120,True,True,Main Admin Suite,37
MA-009,MA-009,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-OCCUPANT-EXPERIENCE,SUB-MAIN-ADMIN-SUITE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-D2D3B454,ALL,ALL,Select all that apply (safety),,MultiSelect,MixedItemScoring,12,Source,2130,True,True,Main Admin Suite,41
MA-010,MA-010,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-INFRASTRUCTURE,SUB-MAIN-ADMIN-SUITE-INFRASTRUCTU-FLOORING-AND-SURFACE-4918C835,ALL,ALL,What type of flooring is in the space?,,SingleSelect,SingleResponse,i,Source,2140,True,True,Main Admin Suite,45
MA-011,MA-011,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-INFRASTRUCTURE,SUB-MAIN-ADMIN-SUITE-INFRASTRUCTU-UTILITIES-AND-TECHNO-6FCC3EF7,ALL,ALL,Select all that apply (general inventory),,MultiSelect,MixedItemScoring,i,Source,2150,True,True,Main Admin Suite,52
PK-002,PK-002,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-FUNCTION,SUB-EARLY-CHILDHOOD--FUNCTION-LAYOUT-AND-FLEXIBILI-FA17D68A,ES,ES,Does the room shape allow for clear sightlines and flexible room configuration options?,,YesNo,SingleResponse,12,Source,2160,True,True,PreK,6
PK-003,PK-003,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-FUNCTION,SUB-EARLY-CHILDHOOD--FUNCTION-LAYOUT-AND-FLEXIBILI-FA17D68A,ES,ES,"Is there a dedicated Peace Center within the studio (i.e., a furniture-based or designed ~25 SF space)?",Supports student self-regulation without leaving the studio,YesNo,SingleResponse,6,Source,2170,True,True,PreK,10
PK-004,PK-004,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-FUNCTION,SUB-EARLY-CHILDHOOD--FUNCTION-LAYOUT-AND-FLEXIBILI-FA17D68A,ES,ES,Select all that apply (instructional flexibility),"Supports whole-group, small-group, and independent learning",MultiSelect,MixedItemScoring,12,Source,2180,True,True,PreK,14
PK-005,PK-005,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-INFRASTRUCTURE,SUB-EARLY-CHILDHOOD--INFRASTRUCTU-UTILITIES-AND-TECHNO-4ADEFFE6,ES,ES,Select all that apply (lighting),,MultiSelect,MixedItemScoring,9,Source,2190,True,True,PreK,17
PK-006,PK-006,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-OCCUPANT-EXPERIENCE,SUB-EARLY-CHILDHOOD--OCCUPANT-EXP-AESTHETICS-BCC7F8F5,ES,ES,Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Source,2200,True,True,PreK,20
PK-007,PK-007,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-OCCUPANT-EXPERIENCE,SUB-EARLY-CHILDHOOD--OCCUPANT-EXP-OCCUPANT-COMFORT-C235BEF5,ES,ES,Are there exterior windows?,,YesNo,SingleResponse,12,Source,2210,True,True,PreK,25
PK-008,PK-008,SRV-STUDIOS,Studios,Studios,SPT-EARLY-CHILDHOOD-STUDIO,CAT-EARLY-CHILDHOOD-ST-OCCUPANT-EXPERIENCE,SUB-EARLY-CHILDHOOD--OCCUPANT-EXP-OCCUPANT-COMFORT-C235BEF5,ES,ES,Select all that apply (exterior windows),,MultiSelect,MixedItemScoring,9,Source,2220,True,True,PreK,29
